id,bio
B001302,"a Representative from Arizona; born in Tucson, Pima County, Ariz., November 7, 1958; B.A., Brigham Young University, Provo, Utah, 1982; J.D., University of Arizona, Tucson, Ariz., 1984; M.A., Arizona State University, Tempe, Ariz, 1999; lawyer, private practice; member of the Arizona state house of representatives, 2003-2011; member of the Arizona state senate, 2011-2016, majority leader, 2011-2012, president, 2013-2016; elected as a Republican to the One Hundred Fifteenth and to the three succeeding Congresses (January 3, 2017-present)."
T000462,"A Representative from Ohio; born in Columbus, Franklin County, Ohio, October 21, 1962; graduated from Northland High School, Columbus, Ohio, 1981; B.A., Ohio State University, Columbus, Ohio, 1985; member of the Ohio state house of representatives, 1992-2001; elected as a Republican to the One Hundred Seventh and to the eight succeeding Congresses until his resignation on January 15, 2018 (January 3, 2001-January 15, 2018); chair, Joint Economic Committee (One Hundred Fifteenth Congress)."
I000026,"A Representative from Washington; born in Seattle, King County, Wash., February 9, 1951; graduated from Ingraham High School, Seattle, Wash., 1969; attended Stanford University, Stanford, Calif., 1969-1970; B.A., University of Washington, Seattle, Wash., 1972; J.D., Willamette University School of Law, Salem, Oreg., 1976; lawyer, private practice; Selah, Wash., city prosecutor, 1976-1984; member of the Washington state house of representatives, 1988-1992; elected as a Democrat to the One Hundred Third Congress (January 3, 1993-January 3, 1995); unsuccessful candidate for reelection to the One Hundred Fourth Congress in 1994; unsuccessful candidate for nomination as governor of Washington in 1996; regional director, United States Department of Health and Human Services, 1997-1998; elected as a Democrat to the One Hundred Sixth Congress and to the six succeeding Congresses until his resignation on March 20, 2012. (January 3, 1999-March 20, 2012); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012, but was elected governor of Washington; Governor of Washington, 2013-present."
M001205,"(daughter of Samuel Devine), a Representative from West Virginia; born in Columbus, Franklin County, Ohio, November 4, 1950; graduated from Bexley High School, Bexley, Ohio, 1968; B.S., Columbia College, Columbia, S.C., 1972; member of the West Virginia house of delegates, 2007-2019; elected as a Republican to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present)."
P000609,"A Representative from Alabama; born in Haleyville, Winston County, Ala., May 14, 1954; graduated from Hackleburg High School, Hackleburg, Ala., 1972; attended Northwest Alabama Junior College, Phil Campbell, Ala., 1972-1974; B.S., University of Alabama, Tuscaloosa, Ala., 1977; cost engineer; president and CEO, public policy research institute; nonprofit executive; elected as a Republican to the One Hundred Fourteenth and to the four succeeding Congresses (January 3, 2015-present)."
G000568,"a Representative from Virginia; born in Philadelphia, Philadelphia County, Pa., March 15, 1958; graduated from Andrew Lewis High School, Salem, Va.; B.A., Emory &amp; Henry College, Emory, Va., 1980; J.D., Washington &amp; Lee University School of Law, Lexington, Va., 1983; lawyer, private practice, 1983-2011; member of Virginia state house of delegates, 1994-2011; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present)."
Z000017,"a Representative from New York; born in East Meadow, Nassau County, N.Y., January 30, 1980; graduated from William Floyd High School, Brookhaven, N.Y., 1998; B.A., State University of New York, Albany, N.Y., 2001; J.D., Albany Law School, Albany, N.Y., 2003; United States Army, 2003-2007; United States Army Reserve, 2007-present; lawyer, private practice; unsuccessful candidate for election to the One Hundred Eleventh Congress in 2008; member of the New York state senate, 2011-2014; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022, but was an unsuccessful candidate for Governor of New York."
R000395,"A Representative from Kentucky; born in Barrier, Wayne County, Ky., December 31, 1937; graduated from Wayne County High School, Monticello, Ky., 1955; attended Western Kentucky University, Bowling Green, Ky., 1956-1957; A.B., University of Kentucky, Lexington, Ky., 1962; LL.B., University of Kentucky, Lexington, Ky., 1964; staff sergeant, Kentucky and North Carolina Army National Guard, 1956-1963; lawyer, private practice; commonwealth attorney, Pulaski and Rockcastle Counties, Ky., 1969-1980; Delegate, Republican National Conventions, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004, and 2008; elected as a Republican to the Ninety-seventh and to the twenty-one succeeding Congresses (January 3, 1981-present); chair, Committee on Appropriations (One Hundred Twelfth through One Hundred Fourteenth Congresses)."
F000450,"a Representative from North Carolina; born in New York, New York County, N.Y., June 29, 1943; graduated from Crossnore High School, Crossnore, N.C., 1961; A.B., University of North Carolina, Chapel Hill, N.C., 1968; M.A.C.T., University of North Carolina, Chapel Hill, N.C., 1972; Ed.D., University of North Carolina, Greensboro, N.C., 1985; instructor, Caldwell Community College, Hudson, N.C.; instructor, Appalachian State University, Boone, N.C.; assistant dean, Appalachian State University, Boone, N.C.; president, Mayland Community College, Spruce Pine, N.C., 1987-1994; landscape nursery owner; deputy secretary for management, North Carolina Department of Administration; member of the Watauga County, N.C., board of education, 1976-1988; member of the North Carolina state senate, 1994-2004; elected as a Republican to the One Hundred Ninth and to the nine succeeding Congresses (January 3, 2005-present); chair, Committee on Education and the Workforce (One Hundred Fifteenth and One Hundred Eighteenth Congresses)."
M001137,"a Representative from New York; born in East Harlem, New York County, N.Y., September 25, 1953; graduated from Julia Richman High School, New York, N.Y., 1971; B.A., Adelphi University, Garden City, N.Y., 1975; J.D., Howard University, Washington, D.C., 1978; lawyer; Queens County, N.Y. assistant district attorney, 1978-1983; assistant special narcotics prosecutor, New York, N.Y.; deputy counsel, New York state investigation commission, 1984-1985; supervising judge, New York state workers compensation board, 1985-1992; member of the New York state assembly, 1992-1998; elected as a Democrat to the One Hundred Fifth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Floyd H. Flake, and to the thirteen succeeding Congresses (February 3, 1998-present); chair, Committee on Foreign Affairs (One Hundred Seventeenth Congress)."
M001196,"A Representative from Massachusetts; born in Salem, Essex County, Mass., October 24, 1978; graduated from Phillips Academy Andover, Andover, Mass., 1997; B.S., Harvard University, Cambridge, Mass., 2001; M.B.A., M.P.P., Harvard University, Cambridge, Mass., 2011; United States Marine Corps, 2002-2008; business manager; elected as a Democrat to the One Hundred Fourteenth and to the four succeeding Congresses (January 3, 2015-present)."
B001240,"A Representative from Colorado; born in Lafayette, Boulder County, Colo., September 22, 1948; B.S., University of Colorado, 1970; farmer; business owner; chair, Republican State Central Committee of Colorado, 1999-2002; elected as a Republican to the One Hundred Eighth and to the succeeding Congress (January 3, 2003-January 3, 2007); was not a candidate for reelection to the One Hundred Tenth Congress in 2006, but was an unsuccessful candidate for Governor of Colorado; unsuccessful candidate for Governor of Colorado in 2014."
K000172,"a Representative from Michigan; born in Flint, Genesee County, Mich., September 16, 1929; graduated from St. Mary&rsquo;s High School, Flint, Mich., 1947; B.A., Sacred Heart Seminary, Detroit, Mich., 1952; teacher&rsquo;s certificate, University of Detroit, Detroit, Mich., 1955; graduate work, University of Peshawar, Pakistan, 1958-1959; M.A., University of Michigan, Ann Arbor, Mich., 1961; teacher; member, Michigan state house of representatives, 1965-1974; member, Michigan state senate, 1975-1976; delegate to Michigan state Democratic conventions, 1956-1977; delegate to Democratic National Conventions, 1968 and 1984; elected as a Democrat to the Ninety-fifth and to the seventeen succeeding Congresses (January 3, 1977-January 3, 2013); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012; died on October 13, 2021."
W000154,"A Senator from Virginia; born in Washington, D.C., February 18, 1927; attended schools in Washington, D.C. and Virginia; served in the United States Navy 1944-1946; graduated, Washington and Lee University, Lexington, Va. 1949; served in the United States Marine Corps during the Korean conflict 1950-1952; served in the United States Marine Corps Reserve 1952-1956; graduated, University of Virginia Law School 1953; cattle farmer; admitted to the Washington, D.C. bar in 1953 and commenced practice the same year; law clerk, United States Court of Appeals for District of Columbia Circuit 1953-1954; assistant United States attorney 1956-1960; Under Secretary, United States Navy 1969-1972; Secretary, United States Navy 1972-1974; administrator, American Revolution Bicentennial Administration 1974-1976; elected as a Republican to the United States Senate in 1978 for the term commencing January 3, 1979; subsequently appointed by the Governor on January 2, 1979, to fill the vacancy caused by the resignation of William Scott for the term ending January 3, 1979; reelected in 1984, 1990, 1996, and 2002, and served from January 2, 1979, to January 3, 2009; chair, Committee on Rules and Administration (One Hundred Fourth and One Hundred Fifth Congresses [September 12, 1995-January 3, 1999]), Committee on Armed Services (One Hundred Sixth Congress; One Hundred Seventh Congress [January 20, 2001-June 6, 2001], One Hundred Eighth and One Hundred Ninth Congresses); was not a candidate for reelection in 2008; was a resident of Alexandria, Virginia, until his death on May 25, 2021; interment in Arlington National Cemetery, Arlington, Va."
C001083,"A Representative from Delaware; born in Wilmington, New Castle County, Del., May 20, 1956; graduated from St. Mark's High School, Wilmington, Del., 1974; A.B., Dartmouth College, Hanover, N.H., 1978; M.P.A., University of Delaware, Newark, Del., 1987; athletic coach; staff, United States Senator Joseph Biden, Jr., of Delaware, 1986-1989; New Castle County, Del., chief administrative officer, 1989-1994; staff, Governor Thomas Carper of Delaware, 1994-1997; finance secretary of Delaware, 1997-2000; lieutenant governor of Delaware, 2001-2009; elected as a Democrat to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016; Governor of Delaware, 2017-present."
R000580,"A Representative from Illinois; born in Hinsdale, DuPage County, Ill., September 13, 1961; B.A. University of Illinois, Urbana-Champaign, Ill., 1983; J.D., Illinois Institute of Technology, Chicago, Ill., 1989; lawyer, private practice; staff, United States Representative Thomas Dale DeLay of Texas, 1985-1986; staff, United States Representative Henry John Hyde of Illinois, 1986-1987; teacher; businessman; member of the Illinois state house of representatives, 1993-1999; member of the Illinois state senate, 2000-2006; unsuccessful candidate for nomination to the One Hundred Sixth Congress in 1998; elected as a Republican to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018."
C001102,"A Representative from Florida; born on September 28, 1959; graduated from Batesville High School, Batesville, Ind., 1978; attended University of Utah, Salt Lake City, Utah, 1978-1979; B.A., Purdue University, West Lafayette, Ind., 1984; B.S., Krannert School of Management, Purdue University, West Lafayette, Ind., 1984; M.B.A., Harvard University, Cambridge, Mass., 1990; manufacturer, businessman; elected as a Republican to the One Hundred Thirteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Trey Radel, and reelected to the succeeding Congress (June 24, 2014-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016."
S001220,"a Representative from Alabama; born in Huntsville, Madison County, Ala., May 8, 1970; graduated from Sparkman High School, Harvest, Ala., 1988; B.S., Athens State University, Athens, Ala., 1992; public relations professional; sales representative; emergency medical technician; emergency 9-1-1 dispatcher; member of the Madison County, Ala., commission, 1996-2022, chairman, 2012-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present)."
H001067,"a Representative from North Carolina; born in Franklin, Va., November 4, 1971; graduated from Myers Park High School, Charlotte, N.C., 1990; B.A., University of North Carolina, Charlotte, N.C., 1996; communications director, North Carolina Republican party; business owner; staff, United States Representative Robert (Robin) Hayes of North Carolina, 2000-2005; staff, United States Representative Virginia Ann Foxx of North Carolina, 2005-2006; staff, United States Representative John R. Carter of Texas, 2006-2009; staff, United States Representative K. Michael Conaway of Texas, 2009-2011; elected as a Republican to the One Hundred Thirteenth and to the five succeeding Congresses (January 3, 2013-present); chair, National Republican Congressional Committee (One Hundred Eighteenth Congress)."
C001059,"a Representative from California; born in Fresno, Fresno County, Calif., April 13, 1952; B.A., California State University, Fresno, Calif., 1974; member of the California state assembly, 1978-1994; member of the California state senate, 1994-2002; professional advocate; elected as a Democrat to the One Hundred Ninth and to the nine succeeding Congresses (January 3, 2005-present)."
D000168,"A Representative from Georgia; born in Millen, Jenkins County, Ga., August 25, 1942; attended public schools in Washington County, Ga.; B.A., Mercer University, Macon, Ga., 1964; J.D., Mercer University School of Law, Macon, Ga., 1966; United States Army, 1966-1968; lawyer, private practice; assistant district attorney, Northeastern Judicial Circuit, 1970-1971; judge of the juvenile court of Hall County, Ga., 1971-1972; Hall County, Ga., attorney, 1977-1979; member of the Georgia state senate, 1981-1993; elected as a Democrat to the One Hundred Third and to the succeeding Congress, changed his party affiliation to Republican on April 10, 1995 (January 3, 1993-April 10, 1995); elected as a Republican to the One Hundred Fifth Congress and to the six succeeding Congresses until his resignation on March 21, 2010 (January 3, 1997-March 21, 2010); Governor of Georgia, 2011-2019."
J000307,"a Representative from Michigan; born in Southfield, Oakland County, Mich., June 8, 1981; graduated from Brother Rice High School, Bloomfield Township, Mich., 1999; B.S., United States Military Academy, West Point, N.Y., 2004; M.P.A., Pennsylvania State University, State College, Pa., 2014; M.B.A., University of Michigan, Ann Arbor, Mich., 2015; United States Army, 2004-2012; business executive; unsuccessful candidate for election to the United States Senate in 2018; unsuccessful candidate for election to the United States Senate in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present)."
B001149,"A Representative from Indiana; born in Indianapolis, Marion County, Ind., June 21, 1938; graduated from Shortridge High School, Indianapolis, Ind., 1957; attended Indiana University, Indianapolis, Ind., 1958; Cincinnati Bible College, Cincinnati, Ohio, 1959-1960; United States Army and United States Army reserve, 1957-1962; businessman; member of the Indiana state house of representatives, 1967-1968 and 1977-1980; member of the Indiana state senate, 1969-1970 and 1981-1982; unsuccessful candidate for the United States Congress in 1970; elected as a Republican to the Ninety-eighth and to the fourteen succeeding Congresses (January 3, 1983-January 3, 2013); chair, Committee on Government Reform and Oversight (One Hundred Fifth Congress); chair, Committee on Government Reform (One Hundred Sixth and One Hundred Seventh Congresses); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012."
H001076,"A Senator from New Hampshire; born in Boston, Mass., February 27, 1958; B.A., Brown University, Providence, R.I.., 1980; J.D., Northeastern University School of Law, Boston, Mass., 1985; attorney; member of the New Hampshire Advisory Committee to the Adequacy in Education and Finance Commission; member of the New Hampshire state senate 2004-2010, serving as majority leader 2008-2010; governor of New Hampshire 2013-2016; elected as a Democrat to the United States Senate in 2016; reelected in 2022 for the term ending January 3, 2029."
A000366,"A Representative from Florida; born in Wyandotte, Wayne County, Michigan, on December 14, 1956; attended high school and earned a G.E.D.; B.A., Columbia College, Orlando, Fla., 2000; United States Air Force, 1974-1975; Orange County, Fla., sheriff's office, 1985-2002; member of the Florida state house of representatives, 2002-2010; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012."
W000273,"A Representative from Illinois; born in Streator, La Salle County, Ill., July 7, 1957; graduated from Dwight High School, Ill., 1975; attended Joliet Junior College, Romeoville, Ill., 1976; B.S., University of Illinois, 1979; aide to United States Representative Tom Corcoran of Illinois, 1980-1981; assistant to the director, Illinois state department of agriculture; aide to United States Secretary of Agriculture, John R. Block, 1981-1985; member of the Illinois state house of representatives, 1988-1994; founder and past president, Grundy County Young Republicans; elected as a Republican to the One Hundred Fourth and to the six succeeding Congresses (January 3, 1995-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008."
K000008,"A Representative from Pennsylvania; born in Nanticoke, Luzerne County, Pa., April 2, 1937; United States Capitol Page School, Washington, D.C., 1954; attended Wyoming Seminary, Kingston, Pa.; Temple University, Philadelphia, Pa., 1957-1961; Dickinson School of Law, Carlisle, Pa., 1962-1965; United States Army Reserves, 1960-1961; lawyer, private practice; administrative law judge for workmen's compensation, 1971-1980; elected as a Democrat to the Ninety-ninth and to the twelve succeeding Congresses (January 3, 1985-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010."
S000937,"a Representative from Texas; born in Bloomfield Hills, Mich., November 14, 1956; graduated from Dondero High School, Royal Oak, Mich., 1975; B.S., University of Houston, Houston, Tex., 1990; accountant; elected as a Republican to the One Hundred Fourth Congress (January 3, 1995-January 3, 1997); unsuccessful candidate for reelection the One Hundred Fifth Congress in 1996; elected as a Republican to the One Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); was not a candidate for reelection to the One Hundred Fourteenth Congress in 2014, but was an unsuccessful candidate for nomination to the United States Senate; convicted on April 12, 2018, of obtaining funds under false pretenses, money laundering, fraud, conspiracy, making false and excessive contributions, and filing false income tax return; sentence commuted by President Donald J. Trump on December 22, 2020."
F000449,"A Representative from Nebraska; born in Baton Rouge, East Baton Rouge Parish, La., December 27, 1960; B.A., Louisiana State University, Baton Rouge, La., 1982; M.P.P., Georgetown University, Washington, D.C., 1986; M.Th., Franciscan University, Steubenville, Ohio, 1996; member of the Lincoln, Nebr., city council, 1997-2001; publishing executive; elected as a Republican to the One Hundred Ninth and to the eight succeeding Congresses until his resignation on March 31, 2022 (January 3, 2005-March 31, 2022)."
M001204,"a Representative from Pennsylvania; born in Flushing, Queens County, N.Y., February 10, 1964; graduated from Babylon High School, Babylon, N.Y. 1982; attended New York Maritime University (now SUNY Maritime College), Bronx, N.Y., 1982-1983; B.A., Cornell University, Ithaca, N.Y., 1986; entrepreneur; business executive; unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008; Pennsylvania state secretary of revenue, 2011-2015; elected as a Republican to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present)."
H001056,"A Representative from Washington; born in Glendale, Los Angeles County, Calif., November 3, 1978; graduated from Prairie High School, Brush Prairie, Wash.; attended Seattle Pacific University, Seattle, Wash., 1996-1998; A.A., Bellevue Community College, Bellevue, Wash., 2003; B.A., University of Washington, Seattle, Wash., 2004; staff, United States Representative Cathy McMorris Rodgers of Washington, 2005-2007; member of the Washington state house of representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); unsuccessful candidate for renomination to the One Hundred Eighteenth Congress in 2022."
W000207,"A Representative from North Carolina; born in Steele Creek, Mecklenburg County, N.C., August 26, 1945; York Road High School, Charlotte, N.C., 1963; B.S., University of North Carolina, Chapel Hill, N.C., 1967; J.D., Yale University School of Law, New Haven, Conn., 1970; lawyer, private practice; member of the North Carolina state senate, 1985-1987; elected as a Democrat to the One Hundred Third and to the ten succeeding Congresses until his resignation on January 6, 2014 (January 3, 1993-January 6, 2014); Director, Federal Housing Finance Agency, 2014-2019."
S001210,"A Representative from Florida; born in Tampa, Hillsborough County, Fla., July 16, 1966; graduated from Brandon High School, Brandon, Fla., 1984; B.A., University of South Florida, Tampa, Fla., 1994; J.D., Florida State University, Tallahassee, Fla., 1998; lawyer, private practice; member of the Florida state house of representatives, 2012-2018; elected as a Republican to the One Hundred Sixteenth Congress (January 3, 2019-January 3, 2021); unsuccessful candidate for renomination to the One Hundred Seventeenth Congress in 2020."
T000488,"a Representative from Michigan; born in Chikodi, Karnataka, India, February 22, 1955; graduated from Chintamanrao High School, Belgaum, India, 1969; B.S., Karnatak University, Dharwad, India, 1973; M.S., University of Bombay (now University of Mumbai), Bombay, India, 1977; Ph.D., University of Akron, Akron, Ohio, 1982; postdoctoral research, University of Michigan, Ann Arbor, Mich., 1982-1984; M.B.A., Fontbonne University, St. Louis, Mo., 1987; chemist; business owner; unsuccessful candidate for nomination for Governor of Michigan in 2018; member of the Michigan state house of representatives, 2021-2023; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023-present)."
L000579,"a Representative from California; born in New York, New York County, N.Y., March 8, 1941; B.A., Hobart College, Geneva, N.Y., 1962; M.A., Ohio State University, Columbus, Ohio, 1965; Ph.D., Ohio State University, Columbus, Ohio, 1967; professor, California State University, Long Beach, Calif., 1969-1998; psychologist; member of the Long Beach, Calif., city council, 1992-1998; member of the California state assembly, 1998-2004; member of the California state senate, 2004-2012; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022."
J000126,"A Representative from Texas; born in Waco, McLennan County, Tex., December 3, 1935; graduated from A.J. Moore High School, Waco, Tex., 1952; nursing certificate, St. Mary&rsquo;s College at the University of Notre Dame, Notre Dame, Ind., 1955; B.S., Texas Christian University, Fort Worth, Tex., 1967; M.P.A., Southern Methodist University, Dallas, Tex., 1976; chief psychiatric nurse and psychotherapist, Veterans Administration hospital, Dallas, Tex.; member of the Texas state house of representatives, 1972-1977; administrator, United States Department of Health, Education and Welfare, 1977-1981; business owner; member of the Texas state senate, 1986-1992; elected as a Democrat to the One Hundred Third and to the fourteen succeeding Congresses (January 3, 1993-January 3, 2023); chair, Committee on Science, Space, and Technology (One Hundred Sixteenth and One Hundred Seventeenth Congresses); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022."
D000609,"A Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, June 24, 1966; graduated from Elder High School, Cincinnati, Ohio, 1984; B.A., Miami University, Oxford, Ohio, 1988; M.P.A., Indiana University, Bloomington, Ind., 1995; community outreach program director; United States Peace Corps, 1988-1990; member, Ohio state house of representatives, 2001-2008, minority whip, 2005-2007; elected as a Democrat to the One Hundred Eleventh Congress (January 3, 2009-January 3, 2010); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010; country director, Mbabane, Swaziland, United States Peace Corps, 2011 to present."
D000432,"A Representative and a Senator from North Dakota; born in Dickinson, Stark County, N. Dak., May 14, 1942; attended the public schools; B.S., University of North Dakota, Grand Forks 1964; M.B.A., University of Denver 1966; tax commissioner, State of North Dakota 1969-1980; delegate, North Dakota State Democratic conventions 1969-1981; elected as a Democrat to the Ninety-seventh Congress in 1980 and to the five succeeding congresses; elected as a Democrat to the United States Senate in 1992 to the term beginning January 1993; appointed by the Governor to begin serving on December 14, 1992, to fill the vacancy left by Senator Kent Conrad, who assumed the seat left vacant by the death of Quentin Northrop Burdick, and took the oath of office on December 15, 1992; reelected in 1998 and again in 2004, and served from December 14, 1992, to January 3, 2011; chair, Democratic Policy Committee (One Hundred Sixth through One Hundred Eleventh Congresses), Committee on Indian Affairs (One Hundred Tenth and One Hundred Eleventh Congresses); was not a candidate for reelection to the Senate in 2010."
D000626,"A Representative from Ohio; born in Ohio, March 1, 1970; graduated from Sidney High School, Sidney, Ohio, 1989; B.A., United States Military Academy, West Point, N.Y., 1995; M.B.A., University of Notre Dame, Notre Dame, Ind.; United States Army; business owner; Concord Township, Ohio, trustee; elected as a Republican to the One Hundred Fourteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative John Andrew Boehner, and reelected to the four succeeding Congresses (June 7, 2016-present)."
